Bigram,Count
adequately-test,40
adhere-to,40
adhesive-felt,40
adjacent-family,40
adjacent-walls,40
adjust-cook,40
adjust-cooking,12
adjust-levels,40
adjust-must,40
adjust-myself,40
adjust-power,40
adjust-temperature,40
adjust-the,4
adjust-them,40
adjust-to,12
adjust-your,40
adjustable-and,40
adjustable-downward,40
adjustable-features,40
adjustable-racks,40
adjustable-so,40
adjusted-and,40
adjusted-by,2
adjusted-during,40
adjusted-just,40
adjusted-settings,40
adjusted-the,40
adjusted-up,40
adjusting-or,40
adjusting-the,40
adjusting-to,40
adjustment-as,40
adjustment-at,40
adjustment-for,40
adjustment-to,40
adjustments-are,40
adjustments-or,40
adjustments-to,40
adjusts-the,40
admirably-during,40
admit-it,40
admit-that,12
admit-this,40
admitted-they,40
admitted-to,40
adult-daughters,40
adult-inverter,40
adult-kitchen,40
adult-signature,40
adults-in,40
adults-with,40
advance-to,40
advanced-beginner,40
advanced-features,40
advanced-heating,40
advanced-modes,40
advanced-stuff,40
advanced-with,40
advantage-of,40
adventure-was,40
adversarial-attitude,40
adversarial-process,40
adverse-experience,40
advertised-and,2
advertised-are,40
advertised-as,19
advertised-at,40
advertised-but,15
advertised-except,40
advertised-external,40
advertised-for,40
advertised-heating,40
advertised-i,40
advertised-in,2
advertised-interior,40
advertised-internal,40
advertised-it,40
advertised-power,40
advertised-so,40
advertisement-there,40
advertising-it,2
advertising-with,40
advice-and,40
advice-is,15
advice-out,40
advice-provided,40
advise-a,40
advise-anyone,40
advise-me,40
advise-others,40
advise-prospective,40
advise-staying,40
advise-to,40
advise-you,40
advised-contact,40
advised-could,40
advised-extended,40
advised-me,15
advised-that,2
advised-they,40
advocacy-groups,40
aerospace-company,40
aesthetic-faults,40
aesthetic-reasons,40
aesthetically-pleasing,2
aesthetics-and,40
affect-function,40
affect-its,40
affect-my,2
affect-performance,40
affect-the,40
affected-by,40
affected-the,2
affecting-my,40
affects-its,40
affects-the,40
affiliated-with,40
affiliation-with,40
affirm-to,40
affixed-to,40
affixing-a,40
affixing-the,40
afford-a,40
afford-it,40
afford-that,40
afford-to,40
affordable-and,40
affordable-but,40
affordable-price,40
affordable-which,40
affordable-working,40
affordably-priced,40
aforementioned-highlights,40
afraid-it,40
afraid-of,2
afraid-that,40
afraid-to,15
after-a,15
after-about,24
after-adding,2
after-affixing,40
after-all,6
after-almost,40
after-alot,40
after-an,40
after-and,40
after-another,40
after-answering,40
after-approx,40
after-around,40
after-as,40
after-assuring,40
after-attempting,40
after-awhile,40
after-baking,40
after-barely,40
after-because,40
after-being,15
after-broiling,40
after-buying,40
after-calling,40
after-carrier,40
after-cheaping,40
after-cleaning,21
after-coming,40
after-completely,40
after-contacting,40
after-continuous,40
after-cooking,12
after-count,40
after-countless,40
after-couple,40
after-days,33
after-dealing,40
after-defrosting,40
after-delivery,15
after-doing,23
after-door,40
after-each,4
after-every,10
after-exactly,40
after-exploding,40
after-extensive,40
after-few,40
after-finish,40
after-first,40
after-five,40
after-following,40
after-food,40
after-four,40
after-gentle,40
after-getting,10
after-giving,40
after-going,40
after-half,40
after-having,32
after-he,40
after-heating,21
after-hitting,40
after-i,16
after-installation,40
after-issues,40
after-it,25
after-just,30
after-keeping,40
after-lasting,40
after-learning,40
after-less,35
after-linking,40
after-making,40
after-manually,40
after-manufacturer,40
after-many,23
after-maybe,40
after-microwaving,40
after-more,19
after-multiple,40
after-my,18
after-nine,40
after-not,40
after-numerous,2
after-one,33
after-only,34
after-opening,15
after-ordering,40
after-our,7
after-over,40
after-owning,2
after-page,40
after-perhaps,40
after-placing,40
after-plugging,40
after-preheat,40
after-preheating,40
after-pressing,40
after-probably,40
after-purcahse,40
after-purchase,36
after-purchased,40
after-purchasing,21
after-reading,7
after-received,40
after-receiving,28
after-redoing,40
after-regular,40
after-removing,40
after-repair,40
after-replacing,40
after-researching,2
after-retrieving,40
after-return,40
after-returning,40
after-running,40
after-searching,40
after-seeing,40
after-setting,10
after-seven,40
after-several,10
after-she,40
after-shipping,40
after-shutting,40
after-six,40
after-so,2
after-some,12
after-something,40
after-somewhat,40
after-speaking,40
after-spending,15
after-start,40
after-starting,15
after-such,40
after-taking,2
after-ten,40
after-testing,40
after-that,24
after-the,16
after-this,40
after-three,25
after-throwing,40
after-trial,40
after-two,19
after-unit,40
after-unplugging,40
after-usage,2
after-use,12
after-using,10
after-viewing,40
after-warranty,15
after-washing,40
after-wasting,40
after-watching,40
after-we,25
after-weeks,23
after-which,40
after-wiping,40
after-work,40
after-years,6
after-you,4
after-your,40
after-zapping,40
afterwards-enroute,40
afterwards-so,40
afull-sized,40
again-a,25
again-abruptly,40
again-advise,40
again-after,28
again-all,40
again-and,21
again-as,2
again-because,19
again-but,2
again-buying,40
again-by,40
again-clears,40
again-despite,2
again-even,2
again-every,40
again-flipping,40
again-for,40
again-from,40
again-if,28
again-in,40
again-it,23
again-just,21
again-later,40
again-like,40
again-mainly,40
again-my,2
again-nor,40
again-on,40
again-once,40
again-only,40
again-or,15
again-purchase,15
again-saw,40
again-sent,40
again-since,25
again-slipped,40
again-snd,40
again-so,40
again-sparked,40
again-that,40
again-the,15
again-then,40
again-this,10
again-to,15
again-today,40
again-turns,40
again-until,40
again-using,40
again-wanted,40
again-was,2
again-when,2
again-whenever,40
again-which,40
again-with,25
again-worked,40
again-you,40
againgetting-louderjunksave,40
against-a,40
against-comparable,40
against-dark,40
against-installing,40
against-it,40
against-more,40
against-my,40
against-radiation,40
against-slightly,40
against-something,40
against-the,31
against-this,40
against-to,40
against-what,40
age-and,12
age-of,40
age-or,40
age-where,40
aged-next,40
agent-said,40
agent-was,40
aggravating-but,2
aggravation-as,40
aggressive-chemical,40
aghast-at,40
agian-and,40
aging-eyesight,40
ago-after,40
ago-and,30
ago-as,40
ago-but,40
ago-do,2
ago-for,2
ago-if,40
ago-it,33
ago-my,19
ago-quit,40
ago-so,7
ago-stopped,40
ago-the,12
ago-this,15
ago-through,40
ago-to,40
ago-we,2
ago-when,40
ago-who,40
ago-will,40
ago-with,40
ago-worked,40
agrado-el,40
agrado-la,40
agree-looks,40
agree-that,40
agree-these,40
agree-to,40
agree-w,40
agree-with,7
agreed-and,40
agreed-that,40
agreed-to,40
agreeing-to,40
ahead-an,40
ahead-and,10
ahead-of,2
ahead-one,40
ahold-of,40
ahora-ha,40
ahora-les,40
aid-microwave,40
aid-mixer,40
aide-is,40
aids-in,40
aiming-for,40
air-bnb,40
air-bubbles,40
air-circulation,40
air-coming,40
air-conditioning,40
air-does,40
air-flow,15
air-for,40
air-fried,15
air-frier,40
air-fries,15
air-from,40
air-fry,1
air-fryer,7
air-fryers,7
air-frying,23
air-fyrer,40
air-gap,40
air-inside,40
air-moving,40
air-out,2
air-popper,40
air-slightly,40
air-temp,40
air-the,12
air-to,2
air-ventilation,40
aircraft-taking,40
airdrying-devices,40
airflow-in,40
airfried-a,40
airfried-but,40
airfry-feature,40
airfry-features,40
airfry-rack,40
airfry-thing,40
airfryer-and,12
airfryer-cooked,40
airfryer-from,40
airfryer-is,40
airfryer-microwave,40
airfryer-one,40
airfryer-or,40
airfryer-part,40
airfryer-person,40
airfrys-better,40
airplane-my,40
airplane-trying,40
ajar-a,40
ajar-after,40
ajar-and,40
ajar-without,40
aka-constant,40
aka-makes,40
aka-the,40
aka-when,40
al-detal,40
al-parecer,40
alarm-after,40
alarm-dinging,40
alarm-go,40
alarm-going,40
alarm-is,40
alarm-mute,40
alarm-or,40
alarm-sound,40
alarm-sounding,40
alarm-volume,40
alarm-was,40
alarm-went,40
alarming-as,40
alarms-and,40
alarms-for,40
alas-in,40
alas-it,40
albeit-with,40
albiet-this,40
alcove-cut,40
alcove-making,40
alert-after,40
alert-and,40
alert-beep,40
alert-beeping,40
alert-beeps,40
alert-for,40
alert-necklace,40
alert-need,40
alert-on,2
alert-potential,40
alert-sound,40
alert-stops,40
alert-when,40
alert-you,2
alerted-therm,40
alerted-us,40
alerting-you,40
alexa-and,12
alexa-connection,40
alexa-could,40
alexa-feature,16
alexa-features,40
alexa-integration,11
alexa-skill,9
alexa-to,10
alexa-was,30
algo-de,40
algunas-personas,40
align-right,40
align-to,40
aligned-and,40
aligned-exactly,40
aligned-properly,2
aligned-with,40
alimientos-se,40
alittle-clunky,40
all-a,4
all-about,7
all-agreed,40
all-all,2
all-and,2
all-anymore,40
all-appliances,40
all-are,40
all-around,5
all-at,15
all-available,40
all-away,40
all-back,2
all-be,40
all-because,2
all-beeping,40
all-beeps,40
all-before,40
all-being,40
all-black,12
all-blue,40
all-brands,40
all-broken,40
all-browned,40
all-burning,40
all-burnt,40
all-but,15
all-buttons,40
all-buyers,40
all-by,2
all-came,40
all-can,40
all-capacity,40
all-cheaply,40
all-clears,40
all-clunky,40
all-combine,40
all-commenters,40
all-companies,40
all-concerns,40
all-considered,40
all-cost,40
all-current,40
all-dented,40
all-depress,40
all-different,40
all-durable,40
all-electronic,40
all-electronics,40
all-else,40
all-even,15
all-excited,40
all-fail,40
all-fairness,40
all-features,40
all-filled,40
all-folks,40
all-food,2
all-for,15
all-from,2
all-fronts,40
all-functions,19
all-going,40
all-good,26
all-great,2
all-has,40
all-have,2
all-heat,40
all-hell,40
all-her,40
all-honesty,40
all-hooked,40
all-hours,40
all-hunt,40
all-i,3
all-if,40
all-in,25
all-information,40
all-instructions,40
all-involved,40
all-is,40
all-it,8
all-items,40
all-its,21
all-just,25
all-kernels,40
all-kinds,2
all-know,40
all-knowledge,40
all-last,40
all-leading,40
all-legs,40
all-like,12
all-listings,40
all-looks,40
all-love,40
all-loved,40
all-lunch,40
all-made,40
all-manu,40
all-means,2
all-met,40
all-microwave,2
all-microwaves,12
all-models,40
all-modes,40
all-much,40
all-my,9
all-nearby,40
all-necessary,40
all-need,40
all-new,40
all-not,15
all-noticed,40
all-now,40
all-numbers,40
all-obviously,40
all-of,2
all-off,40
all-on,21
all-or,2
all-other,21
all-our,19
all-out,2
all-over,17
all-patience,40
all-peeling,40
all-performed,40
all-pieces,40
all-plastic,40
all-plugs,40
all-plus,40
all-pointing,40
all-popcorn,40
all-possible,40
all-powerful,40
all-pretty,12
all-previous,40
all-price,2
all-products,40
all-reminds,40
all-reported,40
all-respect,40
all-right,40
all-run,40
all-rusted,40
all-said,40
all-scratched,40
all-seeing,40
all-seem,40
all-seems,40
all-set,40
all-settings,40
all-she,40
all-sides,12
all-size,40
all-small,40
all-so,40
all-sorts,40
all-sound,40
all-stainless,40
all-steamed,40
all-still,40
all-straight,40
all-ten,40
all-than,40
all-that,2
all-the,4
all-their,40
all-these,26
all-they,21
all-things,10
all-this,7
all-those,2
all-three,25
all-tight,40
all-time,40
all-times,40
all-to,2
all-together,21
all-too,40
all-took,2
all-turns,40
all-types,40
all-unless,40
all-up,40
all-us,40
all-variety,40
all-very,15
all-we,12
all-well,40
all-were,2
all-when,2
all-while,40
all-white,2
all-windows,40
all-with,40
all-within,40
all-without,40
all-work,12
all-worked,40
all-working,40
all-works,40
all-written,40
all-you,10
all-your,19
all-zeros,40
alleged-different,40
alleged-quietness,40
alleging-that,40
alleviated-my,40
allimportant-things,40
allll-the,40
allotted-just,40
allotted-minute,40
allow-a,2
allow-about,40
allow-bigger,40
allow-easy,40
allow-food,40
allow-for,40
allow-it,15
allow-me,31
allow-moisture,40
allow-rust,40
allow-the,19
allow-them,40
allow-us,40
allow-you,40
allowed-for,40
allowed-me,40
allowed-my,40
allowed-that,40
allowed-the,40
allowed-time,40
allowed-to,40
allowed-too,40
allowing-for,2
allowing-hands,40
allowing-it,40
allowing-me,40
allowing-more,40
allowing-the,40
allowing-ventilation,40
allowing-you,40
allows-a,40
allows-baking,40
allows-easy,40
allows-experimentation,40
allows-for,23
allows-me,40
allows-my,40
allows-the,40
allows-this,40
allows-true,40
allows-viewing,40
allows-whatever,40
allows-you,21
almost-a,2
almost-add,40
almost-all,4
almost-alright,40
almost-always,2
almost-an,40
almost-any,2
almost-as,12
almost-be,40
almost-blew,40
almost-boiling,40
almost-burned,2
almost-called,40
almost-catching,40
almost-caught,25
almost-chrome,40
almost-completely,2
almost-cost,40
almost-daily,12
almost-double,40
almost-electrical,40
almost-every,28
almost-everyday,2
almost-everything,40
almost-exactly,3
almost-fell,40
almost-fit,40
almost-five,40
almost-for,40
almost-gave,40
almost-got,40
almost-had,40
almost-half,40
almost-healed,40
almost-house,40
almost-identical,40
almost-illegible,40
almost-immediately,2
almost-impossible,25
almost-invisible,40
almost-like,21
almost-looked,40
almost-mirrored,40
almost-more,40
almost-never,19
almost-no,2
almost-nothing,15
almost-perfect,2
almost-popped,40
almost-pulled,40
almost-rest,40
almost-shriveled,40
almost-sideways,40
almost-silent,2
almost-slam,40
almost-sounds,40
almost-spill,40
almost-started,40
almost-that,40
almost-the,40
almost-thought,40
almost-three,40
almost-to,40
almost-too,40
almost-two,28
almost-when,40
almost-works,40
alone-air,19
alone-and,12
alone-but,2
alone-can,40
alone-caused,40
alone-for,40
alone-holding,40
alone-in,15
alone-is,2
alone-know,40
alone-makes,40
alone-to,40
alone-was,40
alone-would,40
along-a,40
along-for,40
along-oven,40
along-the,7
along-those,40
along-with,8
alongside-the,40
alot-and,40
alot-better,40
alot-harder,40
alot-if,40
alot-of,4
alot-so,40
alot-where,40
already-and,40
already-at,40
already-be,40
already-because,40
already-been,40
already-boiling,40
already-breaking,40
already-broke,40
already-broken,40
already-coming,40
already-cooking,40
already-cracked,40
already-destroyed,40
already-dying,40
already-educated,40
already-falling,40
already-familiar,40
already-gotten,40
already-had,21
already-hanging,40
already-hard,40
already-have,10
already-having,40
already-keeps,40
already-knew,40
already-know,12
already-lifted,40
already-loved,40
already-melted,40
already-messed,40
already-not,40
already-own,40
already-paid,40
already-passed,40
already-peeling,40
already-posted,40
already-provided,40
already-received,40
already-running,40
already-second,40
already-sent,2
already-setup,40
already-shot,40
already-sounded,40
already-started,12
already-starting,40
already-stopped,40
already-submit,40
already-tell,40
already-the,40
already-this,40
already-thrown,40
already-trashed,40
already-tried,40
already-unusable,40
already-up,40
already-wearing,15
already-wondering,40
already-working,40
already-written,40
alright-job,40
alright-tho,40
also-a,11
also-add,40
also-adjustable,40
also-advised,40
also-aggravating,40
also-almost,40
also-and,40
also-appealed,40
also-appears,2
also-appreciate,40
also-are,40
also-arrived,40
also-as,19
also-at,40
also-be,12
also-because,40
also-believe,40
also-blew,40
also-blistering,40
also-bought,40
also-breaking,40
also-broken,40
also-builds,40
also-burned,40
also-came,40
also-clear,40
also-come,40
also-complicated,40
also-condensed,40
also-confusing,40
also-constantly,40
also-cooked,2
also-cooks,40
also-cover,40
also-crisp,40
also-crushed,40
also-cut,40
also-damaged,40
also-defective,40
also-deficient,40
also-defrost,40
also-defrosted,40
also-detracts,40
also-did,12
also-difficult,40
also-disappointed,40
also-discovered,40
also-do,40
also-does,2
also-doubles,40
also-easily,40
also-easy,40
also-eay,40
also-either,40
also-enjoying,40
also-erases,40
also-extremely,40
also-find,40
also-fit,40
also-fits,40
also-for,40
also-found,40
also-frustrating,40
also-functional,40
also-garbage,40
also-gets,40
also-getting,40
also-good,40
also-got,2
also-great,40
also-had,21
also-handsome,40
also-hard,40
also-has,17
also-have,2
also-having,40
also-heats,12
also-hit,40
also-hold,40
also-if,25
also-important,40
also-is,12
also-it,4
also-just,19
also-keep,40
also-keeps,40
also-kind,40
also-lacking,40
also-lacks,40
also-large,40
also-lasted,40
also-leaks,40
also-learned,40
also-like,34
also-liked,40
also-likes,40
also-limits,40
also-linger,40
also-looks,40
also-loud,40
also-love,40
also-made,15
also-magnetic,40
also-makes,2
also-means,40
also-mentioned,40
also-most,40
also-mostly,40
also-moved,40
also-much,2
also-my,12
also-needlessly,40
also-nice,40
also-no,15
also-not,28
also-notice,40
also-noticed,40
also-occasionally,40
also-offered,40
also-offers,40
also-one,40
also-only,40
also-panel,40
also-poor,40
also-press,40
also-provided,40
also-purchased,12
also-push,40
also-put,40
also-quiet,40
also-quieter,40
also-quit,40
also-quite,12
also-rather,40
also-read,40
also-really,23
also-recommend,40
also-reheated,40
also-relatively,40
also-runs,40
also-said,2
also-say,40
also-says,40
also-scorched,40
also-seeking,40
also-seem,40
also-seemed,40
also-seems,12
also-served,40
also-shifts,40
also-shows,40
also-slightly,40
also-small,2
also-smaller,40
also-some,40
also-sometimes,40
also-soooo,40
also-started,40
also-stylish,40
also-surprised,40
also-surprisingly,40
also-take,40
also-takes,40
also-the,3
also-to,12
also-told,40
also-took,10
also-tried,40
also-tripped,40
also-understand,40
also-unfortunate,40
also-use,12
also-used,40
also-uses,40
also-very,18
also-wanted,26
also-warranty,40
also-was,40
also-way,40
also-went,40
also-while,2
also-will,40
also-wish,40
also-worked,40
also-works,40
also-worried,40
also-would,12
also-wrote,40
alter-the,40
alternate-between,40
alternate-modes,40
alternates-microwave,40
alternating-bursts,40
although-as,40
although-hard,40
although-it,7
although-my,40
although-noisy,40
although-not,40
although-only,40
although-our,40
although-product,40
although-rated,40
although-that,40
although-the,10
although-there,40
although-this,40
although-we,40
although-worked,40
altogether-after,40
altogether-and,40
aluminum-color,40
aluminum-foil,40
aluminum-in,40
aluminum-or,40
always-a,40
always-able,40
always-achieving,40
always-acted,40
always-afraid,40
always-an,40
always-and,40
always-annoying,40
always-anxious,40
always-automatically,40
always-avoided,40
always-been,12
always-bought,40
always-breaking,40
always-burned,40
always-came,40
always-careful,40
always-cheap,40
always-check,40
always-cleaning,40
always-close,40
always-cold,40
always-comes,15
always-confused,40
always-cooks,40
always-dancing,40
always-different,40
always-disliked,40
always-drove,40
always-ends,40
always-failing,40
always-fails,40
always-favored,40
always-feel,40
always-feels,40
always-flawlessly,40
always-full,40
always-gets,40
always-gone,40
always-got,40
always-had,4
always-has,40
always-have,7
always-having,40
always-heat,40
always-in,40
always-inconvenient,40
always-irritated,40
always-its,40
always-just,40
always-kept,40
always-left,40
always-look,40
always-looks,40
always-made,40
always-means,40
always-messes,40
always-more,40
always-need,40
always-noisy,40
always-off,2
always-on,40
always-over,40
always-pay,40
always-pingable,40
always-preferred,40
always-prepare,40
always-rambunctious,40
always-read,40
always-realized,40
always-reduce,40
always-reheating,40
always-respond,40
always-reverts,40
always-rubbed,40
always-runs,40
always-say,40
always-seem,40
always-seemed,40
always-slides,40
always-spotless,40
always-starting,40
always-starts,40
always-stop,40
always-stopped,40
always-stops,40
always-tasted,40
always-thought,40
always-try,40
always-turn,40
always-use,2
always-used,21
always-uses,40
always-very,40
always-visible,40
always-want,40
always-wanted,40
always-well,2
always-wet,40
always-wipe,40
always-woke,40
always-work,21
always-worked,40
always-works,40
always-wrong,40
am-a,6
am-able,40
am-absolutely,40
